building_start_year,district,estate,house_id,housing_area,housing_status,metro,orientation,price,rental_mode,rooms,shi,ting,title,total_floor,wei,zone
2011,江干区,滨江曙光之城,1.03103E+11,88.07,目前出租,暂无数据,南,5000,整租,3室2厅1卫  整租,3,2,大三室，中等装修，交通便利，先到先得,17,1,火车东站
2011,江干区,滨江曙光之城,1.03103E+11,89,目前自住,暂无数据,南,5500,整租,3室2厅1卫  整租,3,2,自住装修，户型方正，拎包入住。,17,1,火车东站
2010,江干区,德信金泊林公寓,1.03103E+11,120,目前出租,暂无数据,南 北,6000,整租,3室2厅2卫  整租,3,2,金泊林公寓大三房 视野开阔 环境优美,17,2,九堡
1993,江干区,景芳一区,1.03103E+11,65,暂无数据,距地铁4号线景芳577米,南,4700,暂无数据,3室1厅1卫,3,1,景芳一区 3室1厅 4700元,7,1,景芳
2010,江干区,保利湾天地,1.03103E+11,93.67,目前闲置,暂无数据,南,3500,暂无数据,2室2厅2卫,2,2,保利湾天地简装小跃层，家具家电齐全，随时入住,33,2,沿江南
2015,江干区,保利罗兰香谷,1.03103E+11,89.52,暂无数据,暂无数据,南,3000,暂无数据,3室1厅1卫,3,1,保利罗兰香谷 3室1厅 3000元,20,1,丁桥
暂无数据,江干区,农科院社区,1.03103E+11,53.09,目前闲置,暂无数据,南,3400,整租,2室1厅1卫  整租,2,1,农科院社区 2室1厅 3400元,5,1,笕桥
2009,江干区,金沙居,1.03103E+11,50,目前闲置,距地铁地铁1号线(下沙江滨-湘湖)云水472米,东南,2600,整租,1室1厅1卫  整租,1,1,一线江景 超大房间 舒适干净 随时入,18,1,高教园区东
2008,江干区,铭和苑桂雨坊,1.03103E+11,88,暂无数据,暂无数据,南,4000,暂无数据,2室2厅1卫,2,2,铭和苑桂雨坊 2室2厅 4000元,14,1,金沙湖
1998,江干区,景芳六区,1.03103E+11,60,目前出租,距地铁4号线景芳559米,南,4000,整租,2室1厅1卫  整租,2,1,景芳六区两居室 干净清爽 拎包入住,6,1,景芳
2012,萧山区,顺发康庄,1.03103E+11,89,暂无数据,暂无数据,南,4500,暂无数据,3室1厅2卫,3,1,顺发康庄 3室1厅 4500元,29,2,钱江世纪城
2017,萧山区,金地德圣中心,1.03103E+11,50,目前闲置,暂无数据,南,3300,整租,1室1厅1卫  整租,1,1,金地德圣中心 1室1厅 3300元,27,1,萧山市区
2003,江干区,三里家园二区,1.03103E+11,49.04,目前闲置,暂无数据,南 北,3200,整租,2室1厅1卫  整租,2,1,清爽两房 家具家电齐全 拎包入住,6,1,三里亭
2014,萧山区,众安嘉润公馆,1.03103E+11,45,目前出租,暂无数据,东北,3700,整租,1室0厅1卫  整租,1,0,众安嘉润公馆 1室0厅 3700元,30,1,奥体
2015,江干区,万象城悦玺,1.03103E+11,104,暂无数据,距地铁4号线江锦路264米,南,15000,暂无数据,2室1厅1卫,2,1,万象城悦玺 2室1厅 15000元,46,1,钱江新城
2004,江干区,南肖埠御景苑,1.03103E+11,91,目前出租,距地铁2号线庆菱路531米,南 北,7000,整租,2室2厅1卫  整租,2,2,南肖埠御景苑 2室2厅 7000元,16,1,南肖埠
板楼,江干区,三里亭苑四区,1.03103E+11,53,目前闲置,暂无数据,南,3700,整租,2室1厅1卫  整租,2,1,三里亭苑四区 2室1厅 3700元,7,1,三里亭
2018,江干区,万科中央公园,1.03103E+11,89,目前闲置,暂无数据,南,7000,整租,3室1厅2卫  整租,3,1,万科中央公园 3室1厅 7000元,16,2,城东新城
2014,江干区,玺之湾,1.03103E+11,130,暂无数据,暂无数据,南,4000,暂无数据,3室2厅2卫,3,2,玺之湾 3室2厅 4000元,11,2,丁桥
暂无数据,江干区,钱塘白石嘉苑,1.03103E+11,90,目前自住,暂无数据,南,5200,整租,3室2厅1卫  整租,3,2,钱塘白石嘉苑 3室2厅 5200元,17,1,城东新城
1986,江干区,妇保宿舍,1.03103E+11,57.47,暂无数据,距地铁2号线庆菱路474米,南 北,4000,暂无数据,2室1厅1卫,2,1,妇保宿舍 2室1厅 4000元,6,1,南肖埠
2016,江干区,中海御道,1.03103E+11,188,暂无数据,暂无数据,南,18000,暂无数据,3室2厅3卫,3,2,中海御道 3室2厅 18000元,29,3,钱江新城
2016,江干区,浙商国际中心,1.03103E+11,54,目前闲置,暂无数据,南,3200,整租,1室1厅1卫  整租,1,1,浙商国际，单身或者情侣居住，居住舒爽,13,1,笕桥
2017,江干区,天城府,1.03103E+11,89,暂无数据,暂无数据,南,6400,暂无数据,3室1厅1卫,3,1,天城府 3室1厅 6400元,16,1,火车东站
2012,江干区,新和嘉苑,1.03103E+11,62,暂无数据,距地铁1号线(临平-湘湖)彭埠522米,南,3700,暂无数据,2室1厅1卫,2,1,新和嘉苑 2室1厅 3700元,18,1,火车东站
2013,江干区,宋都阳光国际,1.03103E+11,87.19,目前闲置,暂无数据,南 北,3800,整租,2室1厅1卫  整租,2,1,精品江景房 两房 精装修 家电齐全 拎包入住,24,1,九堡
1995,江干区,景芳四区,1.03103E+11,62,目前出租,距地铁4号线新塘542米,南 北,4000,整租,2室1厅1卫  整租,2,1,中间楼层   距离地铁近   简单装修,7,1,景芳
2018,江干区,滨江德信东方星城,1.03103E+11,89,目前闲置,暂无数据,南,5500,整租,3室1厅2卫  整租,3,1,城东新城 新上好房源 东方星城 高楼层 双卫生间,17,2,城东新城
暂无数据,江干区,久睦苑,1.03103E+11,63.18,目前闲置,暂无数据,南,1800,整租,2室1厅1卫  整租,2,1,久睦苑两房 采光好 户型好 价格便宜,16,1,丁桥
2009,江干区,金基晓庐,1.03103E+11,168.8,目前闲置,距地铁4号线江锦路1038米,南,15000,整租,4室1厅2卫  整租,4,1,楼层高，采光好，家具家电齐备，拎包入住,32,2,钱江新城
2010,萧山区,宁安大厦,1.03104E+11,115,暂无数据,距地铁2号线建设三路25米,南,4500,暂无数据,2室1厅1卫,2,1,宁安大厦 2室1厅 4500元,19,1,萧山新城区
2010,萧山区,宁安大厦,1.03104E+11,115.25,暂无数据,距地铁2号线建设三路25米,南,4200,暂无数据,2室1厅1卫,2,1,宁安大厦 2室1厅 4200元,19,1,萧山新城区
2009,萧山区,金域三江,1.03103E+11,95,暂无数据,暂无数据,南,3800,暂无数据,2室2厅1卫,2,2,金域三江 2室2厅 3800元,32,1,义桥
2017,萧山区,绿都御景蓝湾,1.03103E+11,89,目前闲置,暂无数据,南,4500,整租,4室2厅2卫  整租,4,2,绿都御景蓝湾 4室2厅 4500元,27,2,义桥
1995,江干区,三里亭苑四区,1.03103E+11,46.12,目前闲置,暂无数据,南,2000,整租,1室1厅1卫  整租,1,1,清爽大床房带阳台，客厅很大，拎包入住，交通便利,7,1,三里亭
1995,江干区,三里亭苑四区,1.03103E+11,85.53,目前闲置,暂无数据,南 北,4800,整租,3室1厅1卫  整租,3,1,三里亭苑四区 3室1厅 4800元,17,1,三里亭
2018,萧山区,龙湖春江天玺,1.03104E+11,119.3,暂无数据,暂无数据,南 北,9000,暂无数据,4室2厅2卫,4,2,龙湖春江天玺 4室2厅 9000元,34,2,萧山新城区
2011,萧山区,广悦公寓,1.03103E+11,103,目前闲置,距地铁2号线曹家桥1115米,南,4500,整租,3室1厅1卫  整租,3,1,广悦公寓 房东自住精装修 拎包入住 好房不等人，,6,1,南部卧城
暂无数据,江干区,横塘景苑,1.03103E+11,90,暂无数据,暂无数据,南,3500,暂无数据,3室1厅1卫,3,1,横塘景苑 3室1厅 3500元,9,1,笕桥
2011,江干区,龙湖滟澜山茗轩南区三期,1.03103E+11,89,目前出租,距地铁地铁1号线(下沙江滨-湘湖)金沙湖551米,南,5000,整租,3室1厅1卫  整租,3,1,龙湖小三房出租，价格实惠。看中随时入住,23,1,金沙湖
2008,江干区,铭和苑柳翠坊,1.03103E+11,91.58,目前闲置,距地铁地铁1号线(下沙江滨-湘湖)高沙路1040米,南,3300,整租,3室1厅1卫  整租,3,1,铭和苑大三房出租，价格便宜，适合一家人居住。,11,1,金沙湖
2014,江干区,滨江凯旋门,1.03103E+11,86.96,目前出租,距地铁2号线庆菱路438米,南,11000,整租,2室1厅1卫  整租,2,1,滨江凯旋门 2室1厅 11000元,16,1,采荷
2004,江干区,南肖埠御景苑,1.03103E+11,129,目前自住,距地铁2号线庆菱路531米,南,11000,整租,3室2厅2卫  整租,3,2,精装东边套出租， 干净清爽 采光好,16,2,南肖埠
2014,江干区,东方君悦,1.03103E+11,72,暂无数据,距地铁4号线江锦路610米,西,8500,暂无数据,1室1厅1卫,1,1,东方君悦 1室1厅 8500元,26,1,钱江新城
2009,江干区,金基晓庐,1.03103E+11,135,暂无数据,暂无数据,南 北,11000,暂无数据,3室2厅2卫,3,2,金基晓庐 3室2厅 11000元,30,2,钱江新城
2013,江干区,金色黎明二期,1.03103E+11,137,目前闲置,暂无数据,南 北,7000,整租,3室2厅2卫  整租,3,2,大三房，楼层好，采光好，适合一家人居住,16,2,笕桥
2011,江干区,滨江曙光之城,1.03103E+11,139.92,目前闲置,暂无数据,南,7200,整租,3室2厅2卫  整租,3,2,清爽房，适合一家人居住，直接拎包入住,17,2,火车东站
2015,江干区,保利罗兰香谷,1.03103E+11,89.52,目前闲置,暂无数据,南,2800,整租,3室1厅1卫  整租,3,1,三房，拎包入住，房东诚心出租的。,20,1,丁桥
2010,江干区,九月庭院,1.03103E+11,70,暂无数据,暂无数据,南,3300,暂无数据,2室1厅1卫,2,1,九月庭院 2室1厅 3300元,18,1,九堡
2005,江干区,圆梦园,1.03103E+11,59.24,目前闲置,暂无数据,南,2800,整租,2室1厅1卫  整租,2,1,江景拎包入住两房，小区优美。。。,7,1,九堡
2010,江干区,原筑壹号,1.03103E+11,118,目前闲置,暂无数据,南,5000,整租,4室1厅1卫  整租,4,1,原筑壹号 4室1厅 5000元,16,1,笕桥
2010,江干区,红街公寓,1.03103E+11,67.42,目前闲置,距地铁4号线新风1097米,南,5600,整租,2室1厅1卫  整租,2,1,这是你要找的 落地窗，大两室 朝南，家电新配,16,1,火车东站
2015,江干区,世茂东壹号,1.03103E+11,113.51,暂无数据,距地铁1号线(临平-湘湖)九和路806米,南,6000,暂无数据,3室1厅1卫,3,1,世茂东壹号 3室1厅 6000元,16,1,九堡
2017,江干区,雍和府,1.03103E+11,89,目前闲置,距地铁1号线(临平-湘湖)七堡1151米,南,5200,整租,3室2厅2卫  整租,3,2,雍和府 3室2厅 5200元,17,2,九堡
2008,江干区,伊萨卡国际城排屋,1.03103E+11,207,目前闲置,距地铁地铁1号线(下沙江滨-湘湖)下沙江滨326米,南,8200,整租,5室3厅3卫  整租,5,3,伊萨卡排屋出租简单装修房东诚心,3,3,沿江北
2018,萧山区,新城香悦奥府,1.03103E+11,89,暂无数据,暂无数据,南 北,5500,暂无数据,3室1厅2卫,3,1,新城香悦奥府 3室1厅 5500元,27,2,萧山新城区
2017,萧山区,融创东南海,1.03104E+11,98,暂无数据,暂无数据,南,3800,暂无数据,4室2厅2卫,4,2,98平四房两卫 利用空间大，毛坯可设计,27,2,萧山开发区
2008,江干区,三里家园三区,1.03103E+11,53.54,目前闲置,暂无数据,南,4500,整租,2室1厅1卫  整租,2,1,三里家园三区 2室1厅 4500元,6,1,三里亭
2008,萧山区,金鹭银座,1.03103E+11,38.7,目前闲置,暂无数据,东,2100,整租,1室1厅1卫  整租,1,1,金鹭银座 1室1厅 2100元,15,1,萧山市区
2018,江干区,恒祺克拉天玺,1.03103E+11,41,暂无数据,距地铁1号线(临平-湘湖)火车东站541米,西,4000,暂无数据,1室1厅1卫,1,1,恒祺克拉天玺 1室1厅 4000元,15,1,火车东站
2015,江干区,保利罗兰香谷,1.03103E+11,120,暂无数据,暂无数据,南 北,2500,暂无数据,4室2厅1卫,4,2,保利罗兰香谷 4室2厅 2500元,17,1,丁桥
2011,江干区,金沙湖1号,1.03103E+11,44,目前闲置,距地铁地铁1号线(下沙江滨-湘湖)金沙湖404米,南,4300,整租,2室1厅1卫  整租,2,1,金沙湖一号  可办公可注册 看房随时 拎包办公,19,1,金沙湖
2009,江干区,花圃铁路新村,1.03103E+11,50,目前闲置,距地铁1号线(临平-湘湖)城站1120米,南 北,4200,整租,2室1厅1卫  整租,2,1,花圃铁路新村 2室1厅 4200元,6,1,采荷
2018,江干区,城发云锦城,1.03103E+11,89.19,目前闲置,暂无数据,南 北,3000,整租,3室2厅2卫  整租,3,2,简装三房，拎包入住，购物方便，交通便利,23,2,丁桥
2000,江干区,新城市广场,1.03103E+11,58,目前闲置,距地铁2号线庆春广场751米,南,3500,整租,1室1厅1卫  整租,1,1,地铁口边上 滨江物业 办公居住均可,30,1,南肖埠
2005,江干区,钱江三苑,1.03103E+11,60,暂无数据,距地铁2号线钱江路307米,南,4300,暂无数据,2室1厅1卫,2,1,钱江三苑 2室1厅 4300元,6,1,钱江新城
2018,江干区,万科中央公园,1.03103E+11,89,暂无数据,暂无数据,南,6200,暂无数据,3室2厅2卫,3,2,万科中央公园 3室2厅 6200元,16,2,城东新城
2013,江干区,金色黎明二期,1.03103E+11,138,目前闲置,暂无数据,南,6000,整租,3室2厅2卫  整租,3,2,大三房，适合家庭居住，楼层好，采光好，随时入住,16,2,笕桥
2016,江干区,阳光城普升,1.03103E+11,90,暂无数据,暂无数据,南,5800,暂无数据,3室2厅2卫,3,2,九和路地铁站三室出租 交通方便 自住装修,16,2,九堡
2016,江干区,置鼎明珠1号,1.03103E+11,47,暂无数据,暂无数据,南,3000,暂无数据,2室1厅1卫,2,1,置鼎明珠1号 2室1厅 3000元,10,1,丁桥
2010,江干区,保利湾天地二期,1.03103E+11,112,暂无数据,暂无数据,南,4500,暂无数据,3室1厅2卫,3,1,保利湾天地二期 3室1厅 4500元,33,2,沿江南
板楼,江干区,中豪七格,1.03103E+11,169.89,目前闲置,暂无数据,东南,11200,整租,1室0厅0卫  整租,1,0,中豪七格商铺出租..........................,23,0,工业园南
2017,江干区,卓越蔚蓝领秀一期,1.03103E+11,89.47,目前闲置,暂无数据,南,2000,整租,3室1厅1卫  整租,3,1,三房毛坯，看房方便，环境优美，房东诚心出租的。,17,1,丁桥
2009,江干区,金基晓庐,1.03103E+11,137,暂无数据,暂无数据,南,12000,暂无数据,3室2厅2卫,3,2,金基晓庐 3室2厅 12000元,31,2,钱江新城
暂无数据,江干区,三卫家园北苑,1.03103E+11,59.47,目前闲置,暂无数据,南 北,3100,整租,2室1厅1卫  整租,2,1,三卫家园自住简单装修，南北通透。,16,1,九堡
2018,萧山区,新城香悦奥府,1.03103E+11,129,暂无数据,暂无数据,南 北,7500,暂无数据,5室2厅2卫,5,2,新城香悦奥府 5室2厅 7500元,27,2,萧山新城区
板楼,萧山区,百富联合国际奥体之星,1.03103E+11,58,暂无数据,暂无数据,南,3600,暂无数据,2室1厅2卫,2,1,百富联合国际奥体之星 2室1厅 3600元,18,2,钱江世纪城
2018,萧山区,龙湖春江天玺,1.03104E+11,137,暂无数据,暂无数据,南,4500,暂无数据,3室2厅2卫,3,2,龙湖春江天玺 3室2厅 4500元,34,2,萧山新城区
2009,萧山区,绿城西子郁金香岸,1.03103E+11,170,目前闲置,暂无数据,南,6000,暂无数据,4室2厅2卫,4,2,绿城西子郁金香岸 4室2厅 6000元,16,2,闻堰
1995,江干区,三里亭苑四区,1.03103E+11,55,目前闲置,暂无数据,南,3500,整租,2室1厅1卫  整租,2,1,三里亭苑四区 2室1厅 3500元,6,1,三里亭
1995,江干区,三里亭苑四区,1.03103E+11,69.05,目前闲置,暂无数据,南 北,4000,整租,2室1厅1卫  整租,2,1,三里亭苑四区 2室1厅 4000元,14,1,三里亭
2006,萧山区,都市广厦,1.03103E+11,150,目前闲置,暂无数据,南 北,12000,整租,5室1厅5卫  整租,5,1,都市广厦   5房5卫  精装修  实地看房,5,5,萧山新城区
2018,萧山区,湖畔公寓,1.03104E+11,108.99,目前闲置,暂无数据,南 北,7000,合租,4室0厅2卫  合租,4,0,湘湖景区内 精装修  四室出租  可拎包入住,11,2,湘湖
2005,江干区,圆梦园锦江南苑,1.03103E+11,120.03,目前闲置,暂无数据,南,4000,整租,3室2厅2卫  整租,3,2,江景三房，拎包入住，优质房源。,6,2,九堡
2005,江干区,四季风景苑,1.03103E+11,52.53,目前闲置,距地铁地铁1号线(下沙江滨-湘湖)文泽路945米,南,2800,整租,1室1厅1卫  整租,1,1,简单装修两室，拎包入住 ，地铁口,5,1,高教园区西
1988,江干区,采荷小区玉荷邨,1.03103E+11,46,暂无数据,距地铁2号线庆菱路596米,南,4600,暂无数据,2室0厅1卫,2,0,采荷温馨两房 自住装修 随时可看房,6,1,采荷
2010,江干区,农港苑,1.03103E+11,62,暂无数据,暂无数据,南,1800,暂无数据,2室1厅1卫,2,1,农港苑 2室1厅 1800元,15,1,丁桥
2011,江干区,龙湖滟澜山茗轩南区三期,1.03103E+11,86.56,暂无数据,距地铁地铁1号线(下沙江滨-湘湖)金沙湖284米,南 北,5000,暂无数据,3室2厅1卫,3,2,龙湖滟澜山茗轩南区三期 3室2厅 5000元,26,1,金沙湖
2016,江干区,龙湖名景台一期,1.03103E+11,83.51,目前闲置,暂无数据,南,3100,整租,2室1厅1卫  整租,2,1,龙湖名景台一期 2室1厅 3100元,16,1,丁桥
2015,江干区,龙湖名景台一期,1.03103E+11,61.85,目前出租,暂无数据,南,2700,整租,1室1厅1卫  整租,1,1,龙湖名景台一期 1室1厅 2700元,16,1,丁桥
2010,江干区,观澜时代云邸苑,1.03103E+11,84,目前出租,暂无数据,东南,3300,整租,2室2厅2卫  整租,2,2,观澜时代云邸苑 2室2厅 3300元,43,2,沿江南
2001,江干区,常青苑,1.03103E+11,95.81,目前出租,距地铁4号线市民中心1027米,南,6000,整租,3室2厅1卫  整租,3,2,常青苑 3室2厅 6000元,7,1,四季青
2010,江干区,后珠辰秀嘉园南区,1.03103E+11,89.63,目前闲置,暂无数据,南,3600,整租,3室1厅1卫  整租,3,1,后珠辰秀嘉园南区 3室1厅 3600元,18,1,丁桥
2008,江干区,后珠美邻嘉苑,1.03103E+11,89.71,目前闲置,暂无数据,南 北,3500,整租,3室2厅1卫  整租,3,2,配套齐全，精装修， 南北通透， 独立阳台 。,15,1,丁桥
2006,江干区,天运花园,1.03103E+11,68,目前闲置,距地铁4号线新风1194米,南 北,4800,整租,2室1厅1卫  整租,2,1,闸弄口火车东站双地铁天运花园一线河景房清爽装修两房,25,1,闸弄口
2012,江干区,草庄景墅,1.03103E+11,60,暂无数据,暂无数据,南,3500,暂无数据,2室1厅1卫,2,1,草庄景墅 2室1厅 3500元,14,1,笕桥
2005,江干区,天元公寓,1.03103E+11,53,暂无数据,暂无数据,南,3500,暂无数据,2室1厅1卫,2,1,天元公寓 2室1厅 3500元,15,1,工业园南
2006,江干区,沁园雅舍,1.03103E+11,38.19,暂无数据,距地铁1号线(临平-湘湖)闸弄口441米,北,3200,暂无数据,1室1厅1卫,1,1,沁园雅舍 1室1厅 3200元,15,1,三里亭
2009,江干区,金基晓庐,1.03103E+11,136,暂无数据,暂无数据,南,14000,暂无数据,3室2厅2卫,3,2,金基晓庐 3室2厅 14000元,31,2,钱江新城
2018,萧山区,新城香悦奥府,1.03103E+11,117,暂无数据,暂无数据,南,6500,暂无数据,4室2厅2卫,4,2,新城香悦奥府 4室2厅 6500元,27,2,萧山新城区
板楼,萧山区,百富联合国际奥体之星,1.03103E+11,90,暂无数据,暂无数据,南,3300,暂无数据,3室1厅1卫,3,1,百富联合国际奥体之星 3室1厅 3300元,18,1,钱江世纪城
暂无数据,萧山区,广泽小区,1.03103E+11,76,暂无数据,暂无数据,南,3500,暂无数据,3室1厅1卫,3,1,广泽小区 3室1厅 3500元,17,1,南部卧城
2003,江干区,三里家园二区,1.03103E+11,53.27,目前闲置,暂无数据,南,3800,整租,2室1厅1卫  整租,2,1,三里家园二区 2室1厅 3800元,6,1,三里亭
